trimestre,ind_a,ind_b,ind_c,ind_d,alvo
146,1.48549,0.03374,-1.41701,-0.33921,1
147,0.02968,1.02898,0.3636,-0.96915,1
148,1.08512,-1.97908,-0.66732,0.95564,0
149,-0.29258,-0.10947,0.14929,-0.08501,1
150,1.7966,0.15146,-0.45133,1.47599,1
151,0.62258,-0.67019,-0.19276,-1.99549,0
152,0.44812,0.40819,-0.53292,0.0782,1
153,-1.01005,-0.75964,0.11257,-0.11099,0
154,-0.47829,1.16145,-0.18408,0.89479,0
155,1.68865,0.4184,-0.55341,-1.09288,1
156,0.58616,-0.16868,-0.05929,-0.31586,0
157,0.79316,0.92706,1.29131,-0.55661,1
158,0.08817,-1.72215,0.53912,0.23218,0
159,0.49117,-0.83114,-0.76938,-0.6999,0
160,-1.47443,0.58761,-0.96974,1.49804,0
161,-0.84926,0.58266,0.84716,0.8358,0
162,1.09995,0.46987,0.21101,0.17016,1
163,1.05924,-0.71704,-0.82657,0.11549,1
164,0.08434,0.70063,0.0338,-0.11869,0
165,0.95256,-1.19843,-1.04102,-1.08802,0
166,-0.75347,-0.0296,1.09913,-0.89466,0
167,0.46971,-0.10273,-0.70442,-0.51853,0
168,-1.08667,-1.22879,-0.02823,-1.14519,0
169,1.23045,-1.14008,1.60131,-0.35948,0
170,-0.1877,-1.6159,-1.85546,-0.87501,0
171,1.55465,-0.12747,-1.13891,-0.82641,1
172,-0.86288,-0.21666,-0.48018,0.38003,0
173,1.08797,-0.26846,2.45598,1.77576,0
174,-0.12774,-1.12929,-0.48067,0.17349,0
175,-0.72016,1.26879,0.57355,-0.1145,0
176,1.5689,0.10724,-1.70548,1.13137,1
177,-0.23273,0.8014,0.27284,2.82585,0
178,-0.9478,-1.9663,-0.79102,-0.08869,0
179,-0.55637,-0.73756,0.37245,-0.12342,0
180,-1.20561,1.2597,-2.4981,-0.71749,0
181,-0.4008,-0.27804,-0.43551,0.12341,0
182,1.91319,-1.52663,-0.53792,1.78498,1
183,0.2957,0.41832,1.41741,-0.48058,1
184,-2.78247,0.82222,1.27583,-0.98427,0
185,1.1278,0.77154,0.36686,-1.20395,1
186,1.35448,0.3083,-0.78972,-0.96761,1
187,0.58166,-1.90458,-0.33764,-0.38824,0
188,0.58541,0.28525,-0.68235,-0.05456,1
189,1.58768,2.55732,0.59358,0.75422,1
190,1.51443,0.20066,1.2699,0.17528,1
191,-0.90205,0.74121,1.25183,-0.66676,0
192,1.04845,-1.0136,-1.3442,0.45533,0
193,0.84605,0.76007,-1.13522,-0.41382,1
194,-0.71546,0.95225,1.72947,0.4824,1
195,0.81288,0.0018,-0.41253,0.62561,1
196,-0.37472,0.6752,-0.09102,0.11888,1
197,0.75252,-1.88749,-0.52211,-0.27572,0
198,-0.1679,0.44706,-0.17013,-0.49374,0
199,-0.06892,0.47039,0.31273,1.37293,1
200,-0.23124,-2.01838,1.08252,1.39426,0
201,-0.57207,-0.48463,-1.40046,-2.29202,0
202,0.04072,0.85773,-1.12001,1.25923,1
203,-1.3056,-0.16569,-1.19399,0.2332,0
204,0.54768,-0.22792,0.03306,-0.81713,1
205,-1.093,-1.18183,-0.35678,-1.01325,0
206,2.02677,1.09804,0.66068,-1.36594,1
207,0.84121,0.18521,-2.22014,-1.91896,1
208,-0.33295,1.85287,0.09227,-0.63883,1
209,-0.00843,-0.81061,0.25613,-0.51668,0
210,0.66058,-0.42752,1.79309,0.08985,1
211,2.10143,-1.12224,1.27319,-2.23547,1
212,0.53865,0.96471,0.07184,-1.08163,1
213,1.47266,-0.40495,0.25813,0.50453,1
214,-1.08065,0.48669,0.42713,-0.35828,0
215,0.07129,0.44346,-0.58949,-0.24703,0
216,0.04828,0.37217,-0.49416,0.64004,1
217,1.50209,-0.61321,0.55489,1.0238,1
218,0.09959,-0.66198,-0.20023,0.36052,0
219,-1.73282,2.6714,-0.21066,0.51805,0
220,-0.00487,2.00282,0.1279,-0.3166,1
221,0.97649,0.52258,-1.06773,0.24454,1
222,-1.70444,-0.0741,0.09789,-0.11093,0
223,0.43632,1.02689,-0.16128,0.36528,1
224,1.09375,0.25027,0.40913,-1.07165,1
225,0.08411,0.37792,-0.55978,-0.38981,1
226,1.41937,-0.36148,-0.03773,-2.07376,1
227,0.53126,-0.77927,0.06817,-0.73504,0
228,0.06217,1.39496,-1.31593,0.59651,1
229,0.91379,-0.76183,-0.02569,0.80615,0
230,1.04821,-0.75015,1.19301,-0.25876,0
231,0.06933,0.60875,0.92825,0.13922,1
232,-0.55189,0.68642,-0.17553,-1.37208,0
233,-0.09049,0.56355,1.1261,0.42593,1
234,-1.08181,0.91548,2.06184,-0.4824,0
235,-0.67934,-0.98133,-1.22447,-1.18251,0
236,0.33422,-0.39175,0.48042,1.58916,0
237,-0.4722,1.59094,-0.33786,0.47952,1
238,0.44373,0.28017,0.6408,-0.0481,1
239,-0.48956,0.60239,0.84418,-0.94508,0
240,0.76504,-0.48495,0.38441,0.13358,1
241,-0.57905,-1.07478,-0.26615,-1.22948,0
242,-0.01807,0.78398,0.62684,2.08436,1
243,-0.50462,-0.17021,0.41374,0.21442,0
244,-0.18819,0.74569,-0.63728,0.21356,0
245,-0.19675,-1.55414,-0.82274,-0.54375,0
246,-0.19363,2.30887,-0.12706,1.96789,1
247,0.51422,0.26503,0.15681,0.64825,1
248,-0.30173,-0.17728,0.01486,-0.23607,0
249,-0.99989,0.44222,1.33016,-0.9328,0
250,0.04307,0.71904,-0.14438,-0.47326,1
251,-1.92606,0.57533,2.29962,-0.76056,0
252,1.07583,-0.83015,0.79008,1.08491,1
253,-0.67825,0.36832,0.45214,-0.14613,0
254,0.87463,-0.15197,0.916,-1.29722,1
255,0.10962,-1.69231,-0.7218,2.37854,0
256,0.52258,1.45739,0.39447,-0.90962,1
257,0.21025,0.02517,-1.10756,-0.68531,0
258,0.01845,0.00093,-1.0094,-1.89344,1
259,1.62679,1.11586,-1.22625,0.27696,1
260,0.93748,-0.72906,-0.19175,-0.60257,1
261,1.24309,0.57087,-0.19851,-0.03079,1
262,0.16442,0.40797,1.06989,-0.74717,1
263,0.52621,0.88713,1.15354,0.65738,1
264,0.2469,-1.18216,0.102,-0.65994,0
265,1.97064,0.58452,1.71775,1.24243,1
266,0.70578,0.45701,0.44449,1.10028,1
267,-0.17485,-1.06746,-0.43431,1.16276,0
268,1.23654,0.30225,0.32965,0.61378,1
269,1.06489,-1.59645,1.46711,0.78881,1
270,0.91612,-0.0507,-0.60651,-1.3138,1
271,-0.06775,-0.1137,0.7059,-1.57557,0
272,-1.44279,-1.46327,-1.31494,0.38495,0
273,0.53983,2.31104,-0.87124,-0.81681,1
274,-0.40316,-0.09819,0.68406,0.72013,0
275,1.16928,-0.09831,-0.46128,0.22821,1
276,1.82018,1.08996,-0.31029,-0.1297,1
277,1.8898,0.74223,-0.69172,0.64876,1
278,0.92167,1.97814,1.24073,0.0846,1
279,-1.01364,0.36743,1.90569,1.36709,0
280,0.92571,0.43517,-0.63086,-0.04532,1
281,0.97558,0.38576,2.24892,0.46918,1
282,-1.61113,0.57418,0.11778,-0.45878,0
283,0.78988,-0.04472,0.3318,0.58745,1
284,-1.59941,-2.06189,1.80972,-0.62215,0
285,-0.24561,-0.11067,2.10776,0.08232,0
286,-1.20772,0.27774,-0.51063,-0.15904,0
287,-0.92305,-0.47186,-0.18222,-0.66095,0
288,-0.76477,0.14128,-0.7942,-0.51225,0
289,1.85387,0.45231,-0.70249,-0.24921,1
290,1.30179,0.8168,0.69222,0.12372,1
291,0.70333,1.00839,0.89956,1.54334,1
292,-2.71587,2.53495,-0.77677,-0.43901,0
293,-1.23217,0.42736,0.31112,-1.22545,0
294,-0.20557,0.3153,2.06509,-0.70215,1
295,-0.16405,0.37463,-0.44791,0.69061,1
296,-0.77315,1.01093,0.97295,0.85182,1
297,0.56313,-0.70452,-0.94434,-1.60557,1
298,1.5868,-0.88194,-0.4049,0.81187,1
299,0.10298,1.29766,-1.8971,0.40076,1
300,0.67598,-0.54831,-0.46269,1.54319,1
301,-0.73053,-0.14676,0.62815,0.50735,1
302,0.2933,-0.47713,0.71777,-1.16182,0
303,-1.56939,1.62381,-1.00935,1.07625,1
304,0.64574,-1.23644,-0.4438,0.43745,1
305,0.36255,-0.57014,-0.32559,1.26473,0
306,-0.57271,0.56574,1.01546,1.5771,0
307,-0.77145,1.22985,-0.18282,1.26367,1
308,0.55657,1.35808,0.35885,-0.19674,0
309,0.95953,1.42444,0.29675,-0.78882,0
310,-0.51403,-1.51688,0.65027,-0.85819,1
311,0.30374,-1.10069,-2.37185,-0.04559,1
312,-0.01736,2.11653,0.6925,1.47662,0
313,-0.97024,0.416,-1.16702,0.2334,0
314,0.78999,-0.74583,-0.28649,0.18662,0
315,0.23201,-1.41647,0.1929,-1.63572,1
316,-0.10825,0.10174,-1.39988,-0.40227,0
317,-0.61339,-1.15606,-1.30704,-0.03187,1
318,0.55223,0.67458,0.05545,-0.94559,0
319,-0.41504,-0.68792,0.14745,0.98665,1
320,1.71633,0.97319,-0.33957,0.51029,0
321,0.82112,-0.84068,-0.25088,1.48405,0
322,-0.0875,1.10614,0.67214,-1.71864,0
323,1.74456,-0.24281,-2.03753,0.23178,0
324,0.81523,-0.46381,-0.98034,1.51845,0
325,-0.73174,1.34675,0.87959,0.01281,0
326,0.27397,1.42025,-1.29668,1.12443,0
327,1.24553,-0.29186,-0.02605,-0.4175,0
328,-0.68013,-0.30756,-0.31976,0.13378,1
329,-0.57969,0.85265,-0.84264,0.29612,1
330,0.45763,0.84131,0.54472,2.72286,0
331,0.55052,0.11375,1.40979,-0.06854,1
332,-0.2624,1.60375,0.90814,0.79974,0
333,-1.51278,0.86083,-0.52441,-0.569,1
334,-2.13151,1.59988,-0.43956,0.96888,1
335,0.63896,-1.23892,-1.40396,0.17634,0
336,0.3692,2.25563,-0.97867,1.94885,0
337,-1.28457,-0.01485,-0.83276,0.73152,1
338,-0.68584,-0.94028,-0.22312,0.84289,1
339,1.64105,1.20817,-0.79053,-0.77447,0
340,0.26478,-0.19751,-0.31134,0.39442,0
341,1.84507,-0.83525,-1.0309,0.78772,0
342,0.11604,-0.76537,0.32835,-0.31005,1
343,-0.39361,-0.62723,1.35138,-0.2983,1
344,0.29816,-0.81929,-0.36789,0.07107,1
345,1.08856,-0.13965,0.21222,0.80211,0
346,-0.40461,0.35567,0.24435,-0.12878,1
347,-0.1248,-0.73583,0.06469,0.86421,1
348,0.58583,2.40584,-0.8906,-0.05347,0
349,-1.31155,-0.35381,-0.55781,-0.82781,1
350,1.79201,0.24826,0.22482,1.8278,0
351,-1.82908,0.08268,0.51639,-1.2484,1
352,0.25645,2.8957,1.36505,-1.668,0
353,0.4973,1.04855,1.49252,0.42036,0
354,0.26338,-0.98099,2.09743,0.47103,1
355,-1.6453,-1.24434,-0.13673,-0.07136,1
356,0.0648,0.98521,1.72274,0.30983,0
357,1.29331,0.70304,-0.89434,-0.39228,0
358,-0.01982,-0.49086,0.39325,-1.4366,0
359,-0.25761,-0.74226,-0.21423,-1.64176,1
360,0.90072,0.44441,-0.81737,1.66258,0
361,0.50721,-1.43606,-1.0309,-1.14666,1
362,-0.40423,-1.58394,-0.58125,0.1006,1
363,0.55569,-0.27854,0.23755,-0.13429,0
364,0.78743,-0.37685,-0.49495,0.09348,1
365,-0.2346,0.26875,0.58097,0.0297,1
366,0.13585,0.87563,0.72487,-0.03233,0
367,-0.84176,-0.99279,0.58504,-0.0519,1
368,-0.07524,-2.07487,-0.41049,-1.07098,1
369,-1.2547,-1.02007,-1.26651,0.4648,1
370,-2.17963,1.01798,-0.22325,-0.44589,1
371,-0.57695,2.06901,-0.70087,-1.09666,0
372,-1.24211,-0.14402,0.07375,0.19958,1
373,-0.65754,0.04778,-0.49032,-0.39246,1
374,0.12695,0.34655,-2.2465,0.8581,0
375,-2.07249,-0.8317,0.39264,0.08933,1
376,1.65727,-0.172,1.79858,0.83078,0
377,0.43581,1.58764,-0.56805,-1.02908,0
378,0.10746,-0.70719,0.91949,-0.53765,1
379,-0.62761,1.6633,-1.70517,1.46194,1
380,0.32124,-2.24431,-0.63102,-0.18645,1
381,2.07586,-0.54111,0.78063,0.2934,0
382,0.14853,-0.37126,0.38595,-1.20994,1
383,-0.45136,-0.98981,-0.31819,-0.98956,1
384,0.40434,3.22891,3.56071,-1.07709,0
385,0.43386,1.16492,-0.46956,-0.9,0
386,0.16744,0.18504,0.96632,0.40245,0
387,-2.24495,-0.45241,-1.40837,0.6412,1
388,-1.97887,-0.96019,0.9693,1.06955,1
389,-0.10724,-0.36513,0.51841,1.23813,1
390,-0.52908,-0.67862,1.91649,-1.58409,1
391,-0.68406,1.59464,-0.64845,-0.81373,0
392,0.24172,0.99182,1.01087,-2.10984,0
393,1.46833,2.41113,-0.29838,1.46061,0
394,0.38794,-0.9667,-0.75818,1.19026,1
395,-1.84513,1.04626,-0.26353,2.30117,1
396,0.8369,0.09684,-1.00632,0.54139,0
397,0.58646,-0.72449,-1.96038,0.32888,1
398,-0.23989,-0.15902,1.30563,0.03244,1
399,0.2653,-0.90278,1.27608,0.40894,1
400,-0.10168,0.44739,0.20871,1.13588,0
401,1.14619,0.61536,2.78715,1.14828,0
402,0.17657,-0.76502,-1.02031,-0.77227,1
403,0.86344,0.18161,0.06491,0.28042,0
404,1.00945,0.13278,0.39989,0.28648,0
405,-0.71967,1.84539,-1.1855,1.67836,0
406,-1.08125,0.46978,-0.97593,0.41144,1
407,0.53687,0.75796,-1.18677,-0.84953,0
408,-0.01035,0.72481,-1.08344,-0.11487,1
409,1.73674,0.35841,0.06037,0.34986,0
410,-1.88057,-1.29943,-1.79662,1.00682,1
411,-1.13883,0.00662,1.13858,-1.15203,1
412,2.54816,-0.13333,-0.06337,0.40376,0
413,1.50994,-1.1918,-1.24301,-0.43241,0
414,0.22241,-1.37777,0.76609,-0.9777,1
415,-1.54391,-1.15595,-0.49994,-0.54902,1
416,-0.94002,0.0693,0.40935,0.83487,1
417,-0.01003,-0.50373,1.4484,0.95399,1
418,1.28695,2.14742,0.47286,-1.52942,0
419,-0.40101,0.08927,-0.16687,-0.05104,1
420,-0.13506,1.0595,-0.12856,0.95783,1
421,-0.81599,-0.07235,-0.9105,-2.48894,1
422,-0.0849,-0.19089,2.08198,0.98858,1
423,-1.51686,0.66244,0.31891,-0.37811,1
424,-0.79816,0.86222,0.19439,-0.65105,1
425,-0.61608,0.41296,-0.94536,1.32675,1
426,-0.50933,-0.72258,1.52906,0.72576,1
427,0.2869,-0.53302,1.2312,-0.87951,1
428,-0.01057,-0.58629,0.34235,0.20394,1
429,-0.59297,1.07693,0.43804,-2.61167,0
430,-0.4476,-0.9368,3.35573,0.62654,1
431,2.02325,-1.01649,0.2803,-0.44183,0
432,-0.44576,-2.44091,0.37813,-0.23595,1
433,2.9266,0.60771,-0.81361,2.35869,0
434,-0.67301,-0.76296,0.49092,0.112,1
435,-0.13064,-0.95819,1.18761,0.7061,1
436,1.04172,0.85301,-0.82416,-0.27559,0
437,0.96834,0.09249,0.50941,0.69369,0
438,-0.60689,-0.30178,0.71318,-0.25182,1
439,-1.64905,-0.45457,0.61491,0.83366,1
440,-0.913,0.61728,-0.26637,-0.18097,1
441,-0.1204,-2.13454,-1.09543,0.27832,1
442,-0.85936,0.52679,0.04464,-0.14649,1
443,1.09372,-0.93453,-0.9636,0.07216,1
444,-1.83493,0.08628,-0.71232,1.06888,1
445,0.75619,0.35834,0.01962,0.92894,0
446,-0.3188,-1.07884,1.56331,-1.54971,1
447,-0.18318,0.00929,-0.69458,-1.65421,1
448,0.43326,1.94707,0.13482,-1.71806,0
449,-1.18979,-0.27079,0.18068,0.04254,1
450,0.80521,-1.47583,0.2411,-0.76162,1
451,0.48624,-0.68305,0.71594,0.41381,0
452,1.62786,-2.54379,0.62041,0.67096,1
453,-2.09906,-0.32374,-0.89885,0.2449,1
454,-0.83073,1.80625,2.2477,-0.29114,1
455,-0.28962,-1.38135,-1.70817,-0.54195,1
456,-0.69905,0.56957,0.5405,-1.4629,1
457,0.28808,1.04175,0.75464,-1.00897,0
458,-1.23393,0.96208,-0.78634,0.29591,1
459,-0.07445,-0.97109,-0.04592,1.20273,1
460,-0.4475,-0.12868,-0.43214,0.53003,1
461,0.47597,1.22012,1.03252,0.41281,0
462,-0.10532,-0.37056,-1.94081,-0.19132,1
463,0.43632,1.38688,0.44784,-2.45351,0
464,-0.46426,-1.25098,1.21119,0.59692,1
465,-0.39495,-0.93031,-1.76374,-0.09611,1
466,0.47993,-1.14291,-0.12015,0.17112,1
467,-0.68934,0.74057,-1.35435,-2.29565,1
468,0.30203,-0.85561,-1.77601,-1.52312,1
469,-0.2549,-0.02399,-0.49168,1.03224,1
470,-0.42957,1.10448,-0.38818,-1.60146,1
471,1.80626,0.0352,0.41806,-1.10739,0
472,0.25491,0.01547,0.16353,-0.35994,1
473,1.12661,0.82843,0.81724,-0.50402,0
474,1.43478,-1.03973,-0.65187,-1.44788,1
475,1.19565,-1.03542,-1.60528,-1.67728,1
476,0.64647,0.875,-0.17264,-0.69744,0
477,1.71626,-0.33469,1.84369,1.1224,0
478,0.32845,-0.56182,1.02697,2.20712,1
479,-0.99003,-1.60185,-0.80427,-0.12691,1
480,0.89286,2.21488,-0.41249,-1.70427,0
481,-0.63633,-0.63011,-2.61291,-0.79776,1
482,0.87926,0.35412,-0.59559,-0.47987,0
483,-0.10839,1.32977,-0.40866,-0.59824,0
484,-0.4187,-1.51052,0.06218,-1.28449,1
485,-0.19238,0.65786,0.40291,-1.08928,1
486,1.9731,-2.07477,-0.31147,0.30635,1
487,1.34277,-0.59243,-1.12989,-1.36716,0
488,-1.04811,1.14874,-0.40258,-1.80352,1
489,0.88248,-0.30561,0.9097,-2.45252,1
490,0.37816,-0.82281,-1.63932,0.57651,1
491,0.30326,0.38617,-0.42247,-0.26363,0
492,-0.70137,-0.31084,1.85366,0.69107,1
493,1.02727,-0.14773,1.89003,-0.72628,0
494,-0.19643,-0.22659,0.75814,0.51683,1
495,0.20043,-0.02087,-0.61488,0.04988,1
496,2.8175,0.05376,1.24964,-0.80002,0
497,0.27104,-0.40005,-1.61662,0.16159,1
498,-0.06281,1.53949,1.47427,2.00284,0
499,-0.20954,-1.24212,-1.5542,-0.09105,1
500,1.10938,1.2985,-0.61272,0.05454,0
501,-0.62669,-1.05549,-0.33078,-0.31219,1
502,0.93576,0.28147,-1.24895,-0.26415,0
503,1.28774,0.42724,1.0547,-0.25515,0
504,-0.88721,0.94122,-0.16074,0.29846,1
505,0.20344,0.65827,1.46418,0.64512,1
506,0.00347,-0.49506,2.50777,0.19487,1
507,0.96862,1.08447,0.51191,0.27977,0
508,3.23772,-0.0049,0.80341,-0.62876,0
509,0.15677,-2.03366,-0.13329,-0.89621,1
510,-1.05239,1.25245,-0.03645,-0.22947,1
511,-1.78255,0.41178,-0.26154,0.74067,1
512,-0.59565,-1.15938,0.10562,-0.90536,1
513,-0.31517,0.62578,-0.49848,-1.69359,0
514,0.91688,0.17901,0.02523,0.33841,0
515,-1.25885,-0.07152,0.07925,-0.07298,1
516,-2.08991,0.11139,0.01136,-0.03653,1
517,-0.38023,-1.72041,0.7077,1.05585,1
518,-0.41666,-1.3389,-0.15016,-0.28125,1
519,-1.18708,-1.30556,1.90771,0.65317,1
520,0.13548,1.11156,0.15888,-0.7156,1
521,-1.66445,0.84657,0.45324,0.02511,1
522,0.24619,-0.44918,-0.25902,-0.56765,1
523,-1.85748,0.39905,1.74904,-0.88402,1
524,0.90087,-0.33851,1.63318,-0.07431,0
525,1.04828,-0.30803,-0.25124,1.67149,1
526,0.88517,-2.03877,0.18644,0.62708,1
527,2.35365,-1.42142,-0.73275,-0.97066,0
528,-0.59681,-0.12451,1.05771,0.41413,1
529,-0.52479,1.25897,-0.31268,0.42288,1
530,-0.12576,0.21016,-0.88512,-2.6367,1
531,-0.36646,1.67959,-0.00559,0.27374,0
532,-0.1255,-0.78928,0.26571,1.47564,1
533,-1.40945,0.49079,0.69091,0.75734,1
534,1.63562,-0.57648,1.85035,-0.29757,0
535,-1.83781,0.84083,0.58361,-1.07437,1
