f1,f2,f3,f4,f5,f6,f7,f8,alvo
1.62551,0.01134,-1.37276,2.39874,1.42623,1.19849,-0.82661,-0.7942,1
2.16677,-0.40486,1.70434,0.34394,0.67653,0.56089,-0.46777,1.11096,1
1.7893,-1.56921,1.28186,2.2134,-0.86229,1.00401,1.74895,-0.2149,0
0.78482,1.97998,-0.54419,-0.8891,0.27033,-1.29451,-0.23969,-0.49566,1
1.53572,0.42776,0.67118,0.33115,0.48244,0.31227,0.67031,0.16379,1
-0.99594,3.08037,1.03982,-0.10618,-2.19024,-0.77329,0.42938,-0.85523,0
-0.40462,-0.33307,1.07126,-0.24557,1.24002,0.53834,-0.73909,1.51452,1
0.01837,1.16207,0.64366,-0.26102,0.89369,0.09036,-0.46408,1.14319,0
-1.27259,0.70756,0.91158,-0.56922,-0.94832,-1.15826,-1.02797,-0.49723,0
0.03153,-0.1714,0.05658,0.85887,0.82681,-0.76702,0.19366,-0.95389,1
-0.47109,0.69106,-1.34228,-2.02787,1.3365,0.18286,0.0258,0.05801,1
0.21339,-0.00873,-0.48615,0.74609,0.72757,-1.33582,0.03779,0.07689,0
-0.91601,-1.84799,-2.09725,-1.54587,0.35504,0.87849,0.03346,1.20217,1
1.11059,0.37427,1.18175,-1.82392,-0.74639,-0.31953,-0.65748,-0.03096,0
0.41223,-0.36013,-0.98505,-0.6655,-0.56588,1.70366,0.51087,0.21267,1
1.6929,0.13557,0.31071,0.33996,0.89406,0.85002,0.33893,1.42811,1
-0.30718,-1.54501,0.36405,0.01696,-0.42456,-0.64088,0.87141,-0.81904,0
-2.7305,0.28612,-0.65503,0.76313,0.866,1.47445,-1.32091,1.71667,0
0.61469,-1.49353,1.24332,0.09541,-1.52511,0.43782,0.73752,1.87355,1
1.0839,-0.19616,1.22374,-0.97427,2.67516,1.1615,0.78585,-0.19463,0
-0.34315,0.23762,0.40167,-0.5601,-0.44359,0.37295,-0.34855,0.7482,0
0.5242,0.44355,0.67734,0.66918,-0.5964,0.73306,1.28815,-1.10545,0
0.11792,-0.99491,1.06741,1.54313,0.31499,0.06223,0.26064,0.56098,0
-1.38407,0.67121,0.9356,1.3357,0.09628,1.34078,-0.29372,0.70006,0
-0.24113,1.74656,0.03626,-0.90357,-1.87946,0.3955,-1.54581,-0.45101,0
0.11689,-0.51987,1.16313,1.09257,-0.64566,0.1404,0.39123,-0.64297,0
0.72973,-0.56795,-0.93576,0.69753,0.97734,-0.03576,0.80809,0.88295,1
-0.74193,-0.76891,-0.36783,0.16024,-0.35043,1.9936,-0.32004,0.48585,0
-0.91414,1.22275,0.13729,-0.09294,-0.60732,1.07295,0.70209,-0.87927,0
1.37338,-0.98351,-0.69251,1.54718,-1.52921,-2.11722,-0.20085,1.51877,1
0.94562,0.71083,1.50733,-0.53547,-2.16833,0.78041,-0.49106,-0.84293,0
0.40681,-1.54583,-0.00076,2.61336,-0.26146,0.10434,0.56169,0.73752,1
-1.73501,-0.81428,1.57318,-1.01003,-0.41835,1.4778,-1.12335,-0.98449,0
0.59938,-0.11623,-0.21676,-0.04235,-1.17281,-0.33841,-1.19573,-0.70732,0
-0.53745,1.76167,3.45929,-0.65439,0.51535,-0.43107,-0.61988,0.19603,1
-1.2094,1.4391,-0.01056,0.16663,0.13728,0.97714,0.38738,-0.44115,0
-1.10862,-0.37658,-0.24597,-0.19581,-1.41331,-2.03195,-0.65886,-1.18132,0
1.51681,0.64005,-0.43373,0.72912,1.36354,1.02629,-0.10906,-1.41615,0
-0.84074,-0.81447,1.5784,-0.49337,-1.02449,-1.1349,2.13203,0.59523,0
-0.22561,-0.55391,-0.07436,0.21223,0.56027,0.02935,0.3956,-1.03029,1
-2.81923,-0.54954,-1.00871,-0.97499,0.52548,1.1067,1.33614,0.63556,0
0.96445,-2.12405,-0.6949,0.9317,3.38745,1.66247,-0.7236,-0.68587,0
-0.12045,-0.75412,0.85473,0.07568,-0.43946,-0.56765,-0.98913,-1.05964,0
-0.49228,-0.6915,-0.11714,0.94747,1.62634,-0.12753,-0.96269,-0.28299,0
-1.50287,-1.54297,-0.73132,-1.41656,1.01747,-0.17615,0.15547,0.85046,1
0.52678,0.02036,-0.80844,0.63438,-0.55456,0.74601,1.59261,0.25199,1
1.15068,-1.39713,0.23644,-0.54476,-0.72931,-0.68593,1.98003,-0.84582,1
-1.52633,-0.77758,0.7095,-1.4802,0.59935,-1.68187,-1.82367,0.32739,1
-0.31386,1.32901,-1.28245,2.08504,0.48088,1.00272,-0.21784,-0.44346,0
0.12201,1.07649,0.94569,1.13476,1.55328,0.2437,0.58283,0.00618,1
-0.46374,0.51694,-0.01988,-0.77341,0.28576,0.97835,0.39166,-2.51426,0
-0.56845,0.37661,0.00127,-0.9889,-0.40944,-0.67636,-0.89148,-0.20956,0
-0.95189,-0.8369,-0.56152,1.01804,0.5322,-1.48933,-1.11784,0.35475,1
0.80736,1.29806,-0.63754,-0.40389,1.12891,0.36011,0.93196,0.2214,0
-0.01842,-0.64535,0.85181,-0.108,-0.1842,1.28004,1.09184,0.38193,0
-1.18843,-1.00912,-1.89908,1.21786,-0.20123,1.06574,2.19132,0.61127,1
-1.46521,-0.9223,-0.18274,-0.95478,0.62407,0.8543,-1.76898,0.72468,0
-0.05034,0.10236,0.0744,1.21729,-1.48099,0.69105,1.25881,-0.67782,0
-0.16423,-1.56561,-0.64805,-1.29766,0.4889,-0.75151,0.96291,-0.07368,1
-0.64706,-1.25059,-0.38069,0.16062,0.67362,0.05869,-0.24178,0.46786,1
0.99426,1.8383,-0.15345,0.69729,1.18242,-1.7699,0.47666,0.36569,1
0.468,-0.35334,-0.38064,-1.61884,-0.41326,-1.21338,-1.69305,-0.3773,0
0.49003,-0.38764,0.13099,-0.1443,-0.97894,-0.3296,-0.9048,1.2088,1
1.90887,0.3033,0.83251,1.05232,0.31679,0.81367,0.67777,-0.6095,1
-1.4045,0.442,1.7101,1.85475,-2.06911,-2.02091,1.86957,-0.98414,0
-0.73763,-0.17107,1.8398,0.22464,0.08882,-0.2377,2.01949,-0.59395,1
0.94945,-0.71768,-1.15118,2.13032,-0.37824,-1.06143,-0.41447,0.69128,1
0.89009,0.58199,1.25539,1.34358,1.78691,0.36849,-1.14036,-0.15033,1
1.51595,1.37301,-0.67468,0.54261,-0.32188,2.51956,-1.31239,0.72618,1
-1.12789,0.15485,0.90038,-2.32293,0.53623,-1.26266,0.86355,1.49954,0
-0.51253,0.35636,-1.11743,1.4603,-0.14378,0.37166,-0.59219,0.43406,1
-0.65614,0.72427,1.41663,-0.30765,-0.73012,0.85608,-1.00816,-1.06052,0
-0.07665,0.68932,0.73882,-0.18928,0.45831,-1.88514,1.23769,-0.1612,0
-0.59696,0.95298,1.69248,-0.55417,-1.25527,0.85203,-1.03242,0.81495,0
-1.99334,0.74269,0.74921,2.12333,1.19854,1.09743,0.82152,0.47382,0
-0.01374,-1.00373,-1.03549,0.31099,-0.83589,0.0992,-0.31275,-0.05683,1
0.60981,-0.2527,-0.43199,-0.8452,-0.20629,-0.02828,1.08823,-0.1177,1
-2.09251,-0.30359,0.4963,-0.04244,-0.13625,1.36785,-0.28729,-0.22777,0
0.57745,-0.20178,-0.3903,0.69805,-0.80942,-0.51118,1.55394,0.2034,1
-0.06955,-0.23993,-0.83671,-1.36848,-0.32871,-0.47793,1.21956,-0.48903,0
-0.09121,-0.9707,-0.0,-0.73887,-0.55128,-0.16937,0.81022,-2.59142,0
0.39427,0.48532,-0.08048,-0.65345,-0.50099,0.24856,0.82071,0.33315,1
-0.59422,-0.89465,-0.05484,-0.55148,-0.31542,0.08393,1.74163,1.56795,0
0.53872,1.79686,-0.37519,-0.53212,0.10028,-0.53738,-0.5296,0.6318,0
0.43134,-0.61035,-0.4645,-0.90236,1.06895,-0.32332,-1.60632,1.10352,1
-0.72778,0.37311,0.52906,0.61215,0.31388,1.70618,0.05246,-0.31549,0
-0.43968,-1.10451,2.17057,0.36028,-2.03709,-0.80034,-1.1998,-0.55296,0
-2.33851,-0.12677,-0.33213,-1.15768,1.14628,0.4035,0.69517,-0.74116,0
1.65785,-1.23165,1.14163,1.2169,0.91213,0.08106,0.45433,-1.49542,1
-1.04299,0.55486,-0.66564,0.17195,0.15262,0.76593,-0.11743,0.89747,0
-0.92162,-1.44166,1.22139,-0.33757,1.07989,-0.75064,0.44447,-1.55404,0
-1.79398,2.33352,0.71244,-0.2805,1.61683,0.03912,-0.35998,1.16799,1
0.16811,-1.33052,-1.75454,0.49231,-0.82755,-0.55772,1.26332,-0.03185,0
-1.57808,-1.06196,0.35742,1.77681,0.31629,-1.10356,-1.69382,-0.25117,1
-0.97009,-0.35227,0.41221,-0.9767,-1.26462,-0.81938,-2.12083,-0.00657,1
-0.30584,0.29032,-0.18477,-0.37004,-0.98821,-1.9022,-1.72104,-0.15418,1
-0.8589,0.95367,-0.0241,-1.6772,-1.31062,-2.08195,0.70308,0.38488,1
0.76306,-0.2651,-0.51063,-0.56418,0.70245,1.08773,-0.56527,0.33749,1
-2.79816,0.82842,-0.02782,0.91568,0.16347,0.64816,1.69352,-0.86078,0
1.86117,0.13371,-0.83168,-0.46962,0.11609,1.14527,-1.11362,0.41432,1
-0.02256,1.52638,-0.21227,-1.31841,0.05445,0.13085,1.94967,1.54489,1
-0.62636,0.27275,-0.87059,0.1309,-0.93806,-0.04643,1.44452,0.35858,0
-1.45312,0.84194,-1.05248,1.34577,0.48199,1.66911,-0.4481,-0.37711,0
0.29811,-0.20708,1.08108,1.34656,-0.56859,0.12022,-0.13288,-0.78754,1
-1.66706,-0.13369,1.98321,-1.27178,1.12159,-1.08904,-1.43256,-0.83865,0
-0.425,0.09958,0.57133,-0.23063,0.41308,0.92085,0.63271,-0.79753,0
0.90358,0.15503,-0.05399,0.23956,1.17873,1.74237,0.38423,-1.78484,0
-0.48092,-0.1633,-0.26342,-0.80051,0.04432,0.60046,-0.42146,-0.83099,0
0.58733,0.79898,0.67405,1.02792,-0.47598,0.35014,-1.26053,-0.41456,1
-2.06513,-0.47455,-1.07185,1.05056,1.47124,-1.09217,0.47706,0.74,1
0.28516,-0.19793,-0.50484,2.65969,-1.38431,0.48173,0.11125,0.50854,1
-0.31746,0.14015,0.19672,-0.74728,-1.33892,-0.85538,-0.25068,-1.29593,0
-0.63635,-0.59467,-1.47074,0.71862,-0.88839,0.11046,-0.0353,-1.03925,0
-0.98654,0.38302,1.76003,-0.08451,1.20518,0.31894,0.17206,0.18839,1
-0.35838,-0.43911,-1.03105,-0.50142,0.47872,-1.95893,-0.56401,0.59087,1
1.4738,0.19931,-1.13316,-0.67882,0.20006,0.21892,-0.37012,0.29703,1
-0.89391,-0.0789,-0.36093,0.37518,-2.04606,-0.13941,0.5891,0.69086,0
-1.34858,0.08354,-0.65406,2.22192,1.59709,-0.51213,-0.84048,1.16186,1
-0.89082,0.20569,2.52768,-0.8883,0.56655,-0.0509,0.69864,-0.27926,0
-0.94186,2.49183,-0.48038,0.81434,0.21088,0.25434,-0.83984,0.23688,1
1.52037,-0.59025,-0.19643,1.3161,0.66089,0.56177,0.09895,-0.24863,0
-1.51827,-0.47023,0.8173,0.47948,-0.55176,-0.96579,-2.32247,-1.31286,0
-0.73299,0.86024,-1.27591,0.24557,-0.30391,0.3628,-0.03029,-1.16727,1
-0.22914,1.58741,-0.69791,0.34986,1.19409,-0.22918,-1.56657,0.00162,1
-0.31006,-1.5511,-0.99379,2.13171,-0.37546,0.36858,-1.17124,-0.32612,1
-1.12667,1.40779,0.69773,0.51775,0.7502,0.57299,-1.28904,-0.41086,0
1.44028,1.25779,-0.39819,1.32418,0.02082,-0.28281,2.46875,0.47221,1
0.7905,-0.65811,-1.8056,1.0141,-0.69874,-0.85022,0.36722,-0.88724,1
-1.03098,0.26269,-0.0671,2.55884,-1.72123,-0.55248,1.07053,0.73888,1
1.46459,-0.80503,-0.23269,-1.81617,0.0214,0.78779,0.05345,-0.44717,1
1.42963,-0.17037,0.93167,0.92403,0.671,0.44147,-1.20576,-1.30923,0
1.38474,0.3796,1.30006,-0.45262,0.18806,0.61938,1.50817,-1.92432,0
0.572,-0.3257,0.41814,0.07594,-0.14592,-0.55523,-2.48396,-0.09461,0
-0.35892,-0.33318,0.17714,0.02783,-0.19899,-0.08359,0.89898,1.39368,0
-0.22972,-0.22463,-0.75276,-0.80877,-0.4332,-1.64468,0.55898,0.40815,0
-1.21602,-0.98971,0.35557,0.96436,0.78111,0.70034,0.00277,1.02993,1
0.539,0.32268,-1.83615,0.23959,1.88738,0.32219,-0.5699,0.21047,1
0.2705,-0.96372,-0.83524,1.37757,0.41225,-1.2091,-0.16061,-0.05534,1
0.9598,2.13649,0.65394,-0.21167,-0.11878,-0.48164,1.65276,2.91019,1
-0.13953,-0.57616,0.53256,-1.1981,1.02442,1.42107,-0.24825,0.71876,1
-1.10446,0.55888,0.21714,0.08042,0.98293,0.93736,1.52242,-0.54825,0
-1.63746,0.23696,-1.12356,-2.57961,1.49577,-1.31513,0.00392,-2.46008,0
-0.54964,1.29987,-1.08355,0.74784,0.66915,0.36323,1.46143,2.28811,1
0.73078,-0.07125,1.18571,0.11982,-0.12362,-1.43037,0.20576,-0.58553,1
0.00348,-0.27315,0.13931,-0.76022,-1.42646,0.54617,0.3375,0.13718,1
0.00328,0.09951,-0.317,0.95383,0.64337,-1.44908,-1.59281,-1.1482,0
-0.2609,0.49183,0.90938,0.18986,-0.52984,1.01264,0.21687,0.06946,1
1.62781,-0.09405,1.13531,-0.68592,0.30076,0.96977,-0.15891,0.62391,0
0.20329,0.49712,-0.72244,-1.17924,-0.29043,0.00695,-0.63563,1.273,0
-0.96225,-0.78988,1.20113,0.37206,-0.28732,-0.90273,-0.02193,0.868,1
0.48363,-0.4021,-1.51224,0.15123,-1.07647,-3.87135,-0.9675,-0.14776,1
0.18619,-0.47093,0.08633,-0.15077,0.44239,-2.67206,1.86104,-0.11012,1
-0.55898,0.50142,-1.22088,-0.47242,-0.59372,0.48557,-1.10417,0.62719,1
0.39454,-0.58591,-0.94955,0.05489,1.31615,1.15376,-0.07247,-0.20306,0
-0.98768,-1.0827,2.14932,0.48649,0.96695,0.35726,1.02837,-0.67089,0
0.59933,0.52423,-0.79508,-1.30651,-0.4428,-0.09118,-0.27179,0.48559,0
-0.41354,0.11644,-0.49294,-0.58017,-0.30208,-0.17638,-0.618,0.45573,0
-0.91272,0.84667,-1.50641,-1.29536,1.02883,-0.77434,-0.94967,0.8801,1
-0.1777,0.89264,-0.83734,0.95498,0.25831,0.73264,-1.46301,1.23251,1
-0.23099,-0.30097,-0.34809,-0.1561,0.65111,0.7096,0.11735,-0.62254,0
-0.53372,-1.4904,-1.00953,0.43504,2.18642,-0.08253,0.14901,0.19918,0
0.03518,-0.62634,-0.5451,-0.59447,-0.22542,-1.37761,0.35495,0.80084,0
0.76354,0.75223,2.33086,-1.18929,-1.57791,-1.83985,1.20385,0.49091,0
-2.82911,-1.16829,-1.27705,0.57797,-0.77874,0.43446,-1.38534,0.99659,1
0.40027,-1.35044,0.15337,0.96998,0.1799,-0.63444,0.21112,-0.548,0
-1.80994,-0.18615,-1.31447,0.74388,-0.08088,-0.91326,0.15109,-0.20901,1
-0.83238,1.53448,2.71613,0.30008,-0.42471,0.89085,0.4741,-1.41345,0
-0.52886,0.67319,-0.15878,0.81327,-0.83812,1.14618,-0.9399,0.03732,1
0.74453,0.14719,-1.40614,-0.65048,1.68941,-0.27594,-0.85967,-0.24731,1
0.44794,-0.52126,1.29517,-0.06044,-0.59266,-0.11601,-1.07361,1.63979,1
1.89166,-2.12385,0.012,-0.21621,0.04186,-0.16219,-1.57302,1.47414,1
-0.20466,0.18403,0.54942,-0.50582,-0.94921,-0.29207,-0.85806,0.57749,1
1.86981,-0.48018,0.35304,-0.05455,0.93158,-0.49191,-0.17988,0.22593,1
0.64237,0.8404,-0.51139,-0.73472,0.77837,2.28842,0.14175,1.74911,0
0.50918,2.84975,-0.28284,-0.98025,0.44246,-0.80585,0.54691,-1.16222,1
0.65065,-1.06896,-0.62348,0.7061,0.15893,0.32146,-1.39371,1.01449,1
-0.573,1.74318,0.70711,-0.86239,0.77188,0.18332,-0.62034,-2.00728,0
2.77824,-0.5265,1.36123,-0.96235,0.27836,2.32322,0.50357,-1.02664,1
-1.03889,-0.43036,-0.16732,-0.32333,0.03387,0.29342,-0.42558,-0.34327,0
-0.2941,-0.78332,0.64164,0.91899,1.12107,-0.53344,1.17855,-1.27477,1
0.47487,0.68115,0.6507,-0.47974,2.02836,-1.51185,0.38066,-0.53078,1
0.63667,1.39153,-1.05265,1.21424,1.37479,-0.4531,-0.53924,-0.42851,1
-1.25758,-0.08407,0.32845,0.27101,-0.65513,1.13897,0.38624,0.33852,0
-0.67882,2.09551,0.96302,-1.01535,0.33361,-0.9893,1.10602,-0.37651,0
1.47338,-0.17074,-0.64837,0.57098,1.91041,-0.51023,1.56215,-0.89724,1
0.19917,1.05709,0.00788,1.25705,1.57319,1.22124,-0.61837,1.62624,1
-1.56805,0.28416,-0.52715,0.6799,-0.6461,2.08442,2.85438,-0.56938,0
-0.5301,-0.05927,-0.27677,1.46152,-1.7782,-2.58019,-1.219,0.6103,1
-1.26299,0.54361,0.55243,0.87662,0.8142,2.1371,1.25871,0.95919,0
0.85146,0.55243,-0.79933,1.0897,0.02279,-0.44894,2.1712,-1.12413,1
0.67807,0.07133,-0.05218,-0.09591,1.53431,0.80285,-0.15946,-0.91357,0
0.84611,-0.54884,1.65331,-0.28737,1.81963,-0.01076,-0.3392,0.55549,0
-0.49645,0.27489,-1.02403,-1.62633,-0.04723,-0.7298,0.64073,-1.03265,0
1.63211,0.54809,-0.47689,0.34303,-1.21424,-0.51863,0.56766,0.51826,1
0.87762,0.40192,-1.2091,-0.46962,1.44428,0.11175,-0.91699,0.98685,1
1.51446,-1.01571,-1.24367,0.139,-0.76744,-0.5352,-0.60107,0.18221,1
0.55601,-0.59439,0.21579,-0.60755,0.94933,0.67641,-0.15542,-0.11967,1
-0.60326,-0.29417,-0.96911,-2.59147,-0.37632,0.72533,0.66328,-0.80447,0
0.60676,0.18382,1.62855,-0.62275,-0.41182,0.87633,0.92134,1.5344,1
-0.03014,0.95404,0.31195,-0.96149,0.52886,-0.75853,0.34243,-1.52976,0
1.14282,1.31527,-0.40575,1.13467,0.34965,1.63239,-0.4631,-0.93432,0
-0.53262,2.82186,0.49535,0.30828,0.21694,0.06101,-0.32715,0.91972,1
-0.87914,-0.98988,1.43156,1.52933,-0.09167,-1.36452,1.23286,-0.43112,0
1.30506,-0.84167,-1.68645,0.84723,-0.73937,-0.61566,0.39074,0.39843,1
0.45302,-0.26033,-1.5933,0.7491,0.24435,-0.30972,1.22781,0.46025,1
-0.68632,0.62917,-0.20793,1.46079,-1.69058,0.47637,1.36519,1.35279,1
-0.61826,0.38463,0.00482,-0.5657,-1.31437,-0.53561,-0.27282,-0.45363,0
0.01206,0.822,-0.82753,0.40695,-1.19674,-1.76158,0.27499,-2.1687,1
0.026,-0.05319,-0.92632,2.27198,-0.55341,-0.64955,0.73607,1.10525,1
-0.3353,0.14158,-0.17633,-1.13056,1.00243,-1.45858,0.66912,0.63725,0
-0.59482,1.62259,0.57864,-0.55524,-0.20544,-0.23113,-2.2754,0.40765,0
-0.3016,-1.20646,0.34419,-0.3774,-0.25581,-0.73566,1.71579,1.07964,1
-0.86662,-1.29334,0.92248,-1.06853,-1.35202,1.71475,0.48466,-0.72101,0
-1.91296,0.92661,-1.84116,-0.08882,0.99121,-0.01704,-0.6973,1.09701,1
0.7871,-1.16231,-0.82624,-0.25892,0.73383,0.54385,1.87289,-0.19554,1
0.54527,-1.32279,0.80041,-0.21652,0.0662,0.20644,-1.71361,1.11063,1
0.23621,-0.54356,1.35555,0.77795,-0.2027,-0.98595,0.23232,0.85254,1
1.76183,0.91036,0.621,-0.70269,-1.90434,-0.18726,-0.38956,-1.13694,0
-0.12613,0.93628,0.46754,-0.88721,-0.52134,-1.02178,0.47185,1.04677,0
1.61992,-0.44446,0.93056,-0.4444,-1.06673,-0.05704,-0.24327,0.33948,0
1.6235,0.03281,0.49174,0.60056,-0.62648,-0.11357,0.20954,-0.51735,1
-1.58615,-0.33767,-0.0501,-0.817,1.23839,-0.11943,-1.02324,0.37869,0
-1.04047,-0.86612,-1.71134,1.54895,0.00508,1.50249,0.36494,-0.14285,1
-0.75547,-0.59262,1.69241,0.00094,0.81177,-1.25699,0.82081,0.09476,0
0.72953,-0.78104,0.50707,-0.61891,0.40379,0.34517,0.3095,0.85051,1
-0.95568,-0.59054,1.65211,0.251,0.10391,1.2689,-0.5535,-2.17049,0
0.14359,-1.16253,-0.6908,-1.37024,-0.23294,-0.16843,-0.03128,0.35544,1
-0.04496,-1.22828,0.27164,-2.41353,-1.02037,-0.76196,-0.99769,1.42114,1
-0.8825,-0.2863,0.82166,-0.57283,0.80503,-0.17698,0.21827,-0.0204,0
1.00112,0.09638,0.81891,-1.30847,0.38443,0.10234,1.247,-1.78589,0
-0.77531,-0.49768,1.27608,-0.78515,-2.47003,-1.31284,-1.51945,1.08025,1
0.43495,0.73274,-0.06999,-1.13058,1.65257,0.63885,0.57325,-1.02568,0
0.43148,-0.26414,-0.41238,-0.3398,0.31345,-0.50446,-1.85204,0.09777,1
0.50807,-1.0275,1.88744,0.70942,0.34573,1.04412,1.49281,-0.57581,1
