trimestre,ind_a,ind_b,ind_c,ind_d,alvo
333,-0.62371,-0.26323,-1.74098,0.06832,1
334,-2.19757,0.07013,0.15993,1.68873,1
335,-1.62392,-0.1495,-0.04503,0.34742,1
336,-1.13929,0.4458,-0.711,-1.23906,1
337,-0.66031,0.29661,-0.93178,0.73566,1
338,-0.06354,-1.45738,-0.36036,0.03223,1
339,-1.57377,1.42087,1.1812,2.23864,1
340,-0.48973,-0.11427,2.19845,-0.55552,1
341,1.65864,-0.75529,-0.10219,-0.01089,0
342,-0.39892,2.19642,1.06526,-0.30645,0
343,-0.97558,0.87147,-0.07005,1.35095,1
344,-0.38776,-0.44127,0.47898,0.10729,1
345,-0.48268,-0.15469,0.08423,-1.52956,1
346,0.11482,-0.88036,1.28868,-0.99623,1
347,0.36096,1.65098,1.15209,-0.37942,0
348,-0.93322,-0.6877,0.45269,-0.1332,1
349,-0.23482,-1.13382,-1.14686,0.95653,1
350,-2.88699,-0.0343,0.24731,-1.00283,1
351,1.29522,-0.07373,-0.07411,0.0288,0
352,-0.57916,0.63034,-1.88233,-1.66746,1
353,-1.16251,1.24576,0.94068,0.67881,1
354,-0.65834,1.12703,-0.28528,-1.45443,1
355,-0.17761,1.14124,0.54924,1.47235,0
356,1.65063,-0.08785,-0.7068,-0.62605,0
357,-0.24571,-0.5625,1.22304,-0.10168,1
358,0.52444,0.68245,-0.32737,0.68032,0
359,-0.48235,-0.02624,0.1369,2.40001,1
360,0.96962,1.35846,-0.57392,-0.3691,0
361,0.47851,2.96739,-0.36627,0.73379,0
362,-1.1469,-0.18831,-1.48669,0.99675,1
363,-1.32582,-0.07417,0.21669,0.67157,1
364,-0.21577,-0.44685,1.6867,1.4937,1
365,0.47348,0.81427,-0.01351,1.71196,0
366,-0.22967,0.14667,-0.92306,-0.44248,1
367,-0.85437,0.66643,-0.64647,0.14786,1
368,0.21473,-0.34821,0.73722,-0.79806,1
369,0.83598,0.21573,-1.32253,-0.93929,0
370,-1.01588,-0.16071,-1.37101,1.75137,1
371,-2.46487,0.32158,-0.19014,-1.07202,1
372,0.27989,0.23038,0.78416,-0.87725,0
373,-0.48015,0.332,0.17127,-2.2074,1
374,-1.75838,0.39768,-0.09716,-0.00463,1
375,0.79728,-0.2126,-1.41583,-1.06486,0
376,0.14658,1.00349,0.70389,0.65976,0
377,1.49219,-0.38933,-0.74276,0.56076,0
378,-0.2413,0.02118,-0.6949,0.59873,1
379,-0.34249,-1.97253,0.71036,0.2016,1
380,-1.68148,1.29199,-0.98938,-1.02009,1
381,1.38528,0.45936,0.6208,-0.86537,0
382,-0.1166,-0.41013,-0.88098,-0.29118,1
383,0.45926,-0.25945,-0.85832,1.01711,1
384,1.26743,-0.04943,-0.32025,-0.03781,0
385,0.94659,-0.48076,-1.49715,0.31711,0
386,0.53224,-0.33909,-3.11162,-0.01218,1
387,-0.18505,0.21429,0.63913,0.40738,1
388,-0.92687,0.36509,2.51526,1.11719,1
389,-2.30237,1.56291,0.73001,-0.19022,1
390,-0.23268,-0.14646,0.6602,-0.32681,1
391,0.71984,0.59843,1.00789,0.39841,0
392,0.16407,-0.1713,2.42383,-1.23845,1
393,-0.43287,0.23182,0.16515,-0.5892,1
394,-0.51891,0.57175,-1.16851,-0.23913,1
395,-0.22828,0.86502,-1.39718,-0.39052,0
396,-1.31128,-0.8358,-0.74212,0.11746,1
397,1.33274,1.33991,-0.33898,1.49285,0
398,0.6348,-0.44019,-0.06188,0.42669,0
399,1.34932,-0.39253,0.58758,0.4463,0
400,-1.77033,-0.33326,0.73781,-1.30747,1
401,-0.54315,1.36678,0.54536,-0.57642,1
402,0.27041,1.24828,-1.14234,1.34606,0
403,0.74566,-2.2044,-0.0762,1.36617,1
404,-0.35219,1.1518,0.02765,0.89747,0
405,0.13511,0.87724,-0.05689,-0.43525,0
406,-2.663,-0.68448,0.75056,0.70072,1
407,-0.50422,-0.81594,-1.24932,-0.34502,1
408,-0.71279,0.19344,-0.55502,-0.73575,1
409,0.20677,0.29708,0.78682,1.15093,0
410,-0.28838,0.01654,0.86844,0.10021,0
411,-0.82541,-0.95452,-0.86484,0.67959,1
412,-0.61291,-0.35251,-0.39878,0.04109,1
413,0.64328,-0.0764,-1.52631,-2.22661,0
414,0.52252,-0.14277,-0.76398,-1.14635,1
415,1.06584,0.88713,-1.77105,-0.48152,0
416,0.30159,-0.55942,-0.02909,0.69361,1
417,-0.26487,2.57798,0.64588,0.99992,0
418,-0.01913,-0.51778,-1.56539,0.15661,1
419,1.06033,-0.4782,1.13591,1.10007,0
420,0.48354,1.68028,0.93204,0.43518,0
421,0.26827,2.15248,1.04437,2.70528,0
422,-0.19985,1.32318,0.73567,1.41785,0
423,-0.95852,0.38384,0.10768,-0.22904,1
424,-0.50499,-0.54246,0.65178,-0.32918,1
425,0.18801,0.17763,0.69639,0.04006,1
426,-0.31234,0.19017,1.23295,-0.06571,1
427,0.10539,-0.40329,0.14886,0.45688,1
428,-0.48852,-0.21934,0.40349,0.41516,1
429,-0.98666,-0.26956,-0.82789,1.7037,1
430,2.50383,0.28044,-1.15296,0.2593,0
431,-0.14925,0.72619,0.57475,0.01432,1
432,-0.33496,1.01548,0.57488,-0.59118,1
433,-0.43338,0.03718,0.46058,-0.80391,1
434,-0.91718,0.12011,-0.85953,-0.92963,1
435,-0.509,-1.06258,-1.31086,-0.74192,1
436,-1.03934,-0.31203,0.40089,1.35844,1
437,-2.36661,0.29909,-0.8458,-0.42289,1
438,-0.0477,-0.98726,-1.47193,2.0722,1
439,0.32882,0.11035,-0.40375,0.04884,1
440,-1.09014,1.12833,0.24014,-0.67776,1
441,-0.06429,-1.83655,-0.99218,0.19019,1
442,0.86384,0.21039,0.7386,0.12281,0
443,2.12644,-0.50216,0.80773,-1.09892,0
444,1.70426,-1.14227,-0.13501,0.57382,0
445,-0.53681,-2.9031,1.75808,0.69013,1
446,0.09884,-0.75374,-0.40389,-0.62066,1
447,0.29735,0.25213,-0.1658,-0.84707,0
448,0.28572,-0.70186,-0.155,-0.06914,1
449,-0.64665,-2.49048,-1.02862,0.96978,1
450,0.8874,-1.00136,-0.50588,-0.207,0
451,-0.0754,-0.35901,0.053,0.87819,1
452,0.29609,0.51526,-1.50054,0.00021,0
453,1.24494,-0.35791,1.90036,-1.64454,0
454,1.26567,-0.51039,-0.50145,-0.57275,0
455,0.02275,-0.44348,-0.98357,-0.95146,1
456,-0.71218,0.68477,-0.32982,0.94709,1
457,0.34337,1.27621,0.71121,0.80185,0
458,0.99759,1.50476,1.07569,-0.13678,0
459,-0.33054,-0.45053,0.27222,-0.69954,1
460,1.8,0.59481,0.07415,0.77848,0
461,-0.99874,2.30308,-0.27547,-0.34964,0
462,2.33108,-0.12724,-1.16871,-0.35503,0
463,-1.23969,0.48058,0.07173,-0.56604,1
464,0.52345,1.12409,0.1371,-0.88208,0
465,-0.68486,-0.22339,-0.32013,-0.07595,1
466,0.73031,-1.18747,-0.3481,-2.03231,1
467,-0.31585,-1.6687,0.93093,-0.01687,1
468,1.37362,-1.17913,0.58543,0.18205,1
469,-0.02454,0.0954,-0.01683,-0.37016,1
470,0.34187,1.13419,1.19753,0.19246,0
471,-0.04739,-0.41427,0.13276,0.059,1
472,-0.50582,2.19635,-0.37008,0.03355,0
473,0.10756,-0.40122,-0.45153,0.78309,1
474,0.38326,1.44813,1.08054,-1.73535,0
475,-0.41133,-0.05824,0.17721,1.22313,1
476,0.24755,0.7113,0.39366,0.64671,0
477,-0.8932,1.0855,0.14741,-0.0519,1
478,0.62335,-1.25233,1.43295,-0.45985,1
479,0.30884,0.5913,0.54577,-0.22272,0
480,0.88006,0.70643,0.91248,0.84138,0
481,-0.05778,1.03338,-1.87359,1.64125,0
482,-0.79623,-2.94838,1.54549,1.13102,1
483,-1.3532,1.08788,-1.21198,0.39306,1
484,0.2128,0.94945,-0.52353,0.67329,0
485,0.00399,1.17091,-0.4722,0.35029,0
486,-0.723,0.43723,2.05071,1.93564,1
487,0.19952,-0.0252,-0.12758,1.30898,0
488,0.48936,0.62355,0.95997,0.04903,1
489,0.83857,-1.14837,-1.21342,-1.1541,1
490,0.28787,0.64677,1.20883,0.8094,0
491,1.48456,1.3302,0.39211,-0.19604,0
492,-0.0181,-0.41585,-2.12936,0.3296,1
493,0.56493,-0.51074,-1.13387,0.61527,1
494,-0.44991,-0.45727,0.4486,-0.30715,1
495,0.34162,-0.31263,0.63366,1.83124,1
496,-0.39241,1.75574,0.60746,-0.87447,0
497,-0.65856,0.12134,-0.09044,-1.52706,1
498,-0.78819,-0.75459,0.01789,0.52744,1
499,-0.3407,1.54498,0.63676,1.12421,1
500,-0.48855,-0.66387,-1.05186,1.99869,1
501,-0.91929,0.29203,-0.93056,-0.4851,1
502,-0.61354,-0.01006,2.13869,1.0747,1
503,0.57237,0.34466,-0.71057,-0.83317,0
504,-1.11564,0.84096,0.2669,0.64523,1
505,0.16136,-0.11133,-0.44893,-1.17759,1
506,2.09591,0.07394,-2.59951,0.18056,0
507,0.83036,-1.33491,0.53001,-0.48116,1
508,-0.68058,1.58128,-0.10123,-0.86442,1
509,-1.33304,1.80411,1.88673,-1.63692,1
510,-0.24197,-0.08499,0.70467,0.57445,1
511,1.13055,0.21419,-0.2876,-0.09275,1
512,-1.5917,-1.26341,-0.65067,-2.74607,1
513,-2.11735,-2.31955,0.03412,-0.26527,1
514,-0.13565,-0.63611,1.09366,-1.34501,1
515,0.48101,0.04586,-1.57275,-2.65459,1
516,1.2327,-1.51417,-2.51171,0.71941,1
517,-1.33849,0.29392,-1.24463,-0.91325,1
518,0.7969,-0.97991,-0.51553,-0.26087,1
519,0.33972,-0.6418,-0.28732,-1.68895,1
520,0.12828,0.70473,0.60589,-1.11907,1
521,1.331,0.4091,-0.90636,1.93092,0
522,0.3883,-0.3692,1.45468,0.82047,1
523,-0.64624,-0.21923,0.60356,0.28995,1
524,-1.45782,-0.11308,-0.99644,-0.03587,1
525,0.90381,1.57779,0.28635,-0.16609,0
526,1.17246,-1.26789,1.15246,0.52796,1
527,0.67447,-1.50917,0.39658,0.53049,1
528,1.2244,0.95278,0.07962,2.31908,0
529,0.44057,-0.08163,-0.42169,0.30991,1
530,2.84306,0.36606,-0.44747,1.19758,0
531,1.74032,-1.00275,0.49702,-1.03579,0
532,-0.59748,0.11137,-0.15392,0.15469,1
533,-2.03457,0.03099,-0.47636,-1.20879,1
534,2.15961,0.94376,-0.79215,-0.62176,0
535,-0.1949,1.51219,1.26748,-0.22259,1
536,-0.14672,-0.52373,0.18699,1.45875,1
