trimestre,ind_a,ind_b,ind_c,ind_d,alvo
289,1.07229,-0.26739,0.51276,-1.85482,1
290,0.83382,-0.95316,1.55268,0.24619,0
291,-0.03567,0.46684,1.28655,-1.04025,1
292,-0.48095,0.08944,-0.33979,-0.56846,0
293,-0.26444,0.4725,-0.84177,-0.3543,0
294,-0.54481,0.30658,0.08297,1.543,0
295,0.35674,-1.48992,-1.00214,1.76265,0
296,1.46355,-1.15535,0.72286,0.25212,1
297,0.10001,0.29312,-0.27374,-0.34228,1
298,-1.26906,0.32668,-0.97506,0.0983,0
299,-0.8984,-1.00329,-0.16819,-0.45531,0
300,0.53652,1.97518,0.14683,-0.43747,0
301,-2.1716,1.25856,-0.33569,1.09265,1
302,-1.08657,-0.23969,-0.97231,-0.42585,1
303,1.6534,0.64193,0.25599,-0.12174,0
304,-0.19522,-0.29735,-0.90757,-0.05356,1
305,-0.13037,1.15388,1.08432,-0.88,0
306,0.47175,-0.64367,-0.10061,0.82944,1
307,-2.63365,-0.29767,0.01033,1.00368,1
308,0.80176,-0.63132,-0.00877,1.52098,0
309,-0.98801,1.77012,0.03041,0.27938,1
310,1.06862,-0.56311,-0.68964,0.61746,0
311,2.21459,-0.06527,-0.56291,-0.51277,0
312,0.9277,0.64151,0.83854,-1.8839,0
313,0.42983,-0.0538,0.57493,1.1535,0
314,-1.56468,0.42152,0.38561,-0.42125,1
315,0.60205,-1.72837,-0.46939,-0.6953,1
316,-0.46352,-0.76601,-1.22885,-1.92069,1
317,-0.91168,0.42037,-1.01304,1.06086,0
318,-2.22582,-0.51354,1.56443,0.23384,1
319,0.31165,-1.55199,-0.1249,-0.37681,1
320,0.63196,1.42717,0.97593,-1.74249,0
321,-1.38691,1.45371,-0.51608,1.04241,1
322,0.96186,-0.19557,-1.63401,0.88184,0
323,-0.7524,0.87063,-0.43609,0.68237,0
324,1.01517,-1.96297,-0.6812,0.41569,1
325,0.64078,-1.77068,0.21214,1.01896,1
326,-0.06723,1.37162,-1.20723,0.21094,0
327,0.76116,2.19768,-0.34152,1.48226,0
328,-0.43481,0.29134,-0.16744,-0.25104,1
329,-0.80468,-0.40121,0.6695,-0.3497,1
330,1.59155,0.13291,-2.02839,-0.5193,0
331,1.301,1.67466,0.94173,-0.94936,0
332,2.2119,0.52366,1.04717,0.88389,0
333,0.2985,0.098,-0.45004,0.95768,0
334,-0.1371,0.2951,-1.16858,-0.21685,0
335,0.17549,1.03292,1.74694,-2.21038,0
336,0.63502,0.63551,0.11071,0.36211,0
337,1.15585,-0.06617,0.10602,-0.87042,0
338,0.32323,-0.07982,0.26657,-1.95088,1
339,-0.48026,0.24085,0.77284,0.34498,0
340,1.16281,0.55662,0.14291,0.04167,0
341,-0.04486,-1.77958,0.96297,-2.02893,1
342,-0.83642,-0.82247,-2.24759,1.12162,1
343,0.18373,-1.58042,0.28796,0.42592,1
344,0.47417,-0.41322,1.58489,0.68638,0
345,1.21841,-0.80063,0.45982,-0.21285,0
346,-1.12255,-1.28568,-0.4429,-0.39327,1
347,-0.75292,-1.47443,1.61292,0.47593,1
348,0.40006,0.12175,0.76151,1.67763,1
349,0.24818,1.41985,-2.15389,-1.06213,0
350,1.14258,-0.44024,0.73017,-0.1284,0
351,-0.31194,-0.52223,-2.11361,-0.68416,1
352,-0.18406,-0.80195,-0.32487,-1.21306,1
353,0.11011,-1.50399,-0.52877,-1.44132,1
354,1.82574,0.85351,-3.10897,-1.94821,0
355,-0.17506,-1.54479,0.03604,0.58601,1
356,0.3697,1.80428,0.21607,0.02697,0
357,0.40678,-0.91199,0.71415,1.82439,1
358,-0.31328,1.19645,-0.18777,0.41321,0
359,-0.51767,0.84138,0.58389,0.46807,1
360,-1.92084,2.51465,1.44071,-0.76298,1
361,1.50975,-1.69265,1.46064,-0.40638,0
362,-2.79589,-0.1548,-0.39928,-2.30506,1
363,1.04642,1.07202,-0.03509,0.50241,0
364,1.36645,0.1816,0.79224,-1.71173,0
365,0.55721,0.51878,-3.57517,-0.87174,0
366,-0.42112,0.87445,-0.79091,1.66173,1
367,0.1517,-2.82548,0.79494,-0.86977,1
368,0.09892,-0.50058,0.45267,0.74012,1
369,-0.10303,0.79252,0.30435,1.5505,1
370,0.05473,-0.50776,-1.8648,-2.74585,1
371,1.43491,0.43678,0.48034,-1.40529,0
372,1.03561,1.22318,0.10639,0.53409,0
373,0.69258,-0.59748,-1.11949,-0.17778,0
374,1.51904,0.11326,0.53073,0.00351,0
375,0.89001,0.24941,-0.71922,-0.81045,0
376,-3.30559,-1.33737,-1.53257,1.50901,1
377,-0.31954,0.1401,-0.15237,1.04326,1
378,-2.58269,0.12482,-0.59138,-0.42234,1
379,0.72499,2.18677,-0.24902,0.45636,0
380,-0.49637,0.07755,-0.99299,-0.96962,1
381,0.30546,-0.43171,0.0295,0.56469,0
382,-0.06451,-1.12737,0.8706,-1.01402,1
383,-1.57466,0.82308,-0.7678,-0.68972,1
384,-1.57704,0.4241,0.35164,0.88876,1
385,-0.24624,-0.25371,1.00623,-0.01515,1
386,-1.36786,0.15787,-0.47931,2.23525,1
387,-1.67768,-0.6584,0.43484,-0.33691,1
388,0.41254,-0.84632,0.36211,-0.05851,1
389,-0.29414,0.67173,-0.29164,0.80113,0
390,-0.0049,0.80123,-1.23367,-2.62844,0
391,-0.18934,0.27039,-0.78311,0.94765,1
392,0.09939,1.23602,-0.51815,0.53044,0
393,0.5767,-0.05239,0.32982,-0.54026,1
394,0.02632,-2.32606,0.82698,-0.9669,1
395,-0.53101,-0.73236,1.95756,0.79752,1
396,1.37966,-1.7261,0.2537,-0.445,1
397,0.8391,-0.16254,-0.48105,0.77836,0
398,-0.70137,0.7398,-2.03659,-0.11373,1
399,1.30586,-1.17253,-1.33353,-0.83179,0
400,1.16124,0.15753,-0.70051,-0.70157,0
401,0.2789,-0.19563,-0.21519,-0.39176,1
402,0.15185,-0.03735,0.27407,-0.61127,0
403,1.07578,-1.54946,-0.66032,-0.1757,1
404,-0.94052,-0.28236,-1.19187,-0.81119,1
405,0.29836,-0.05242,-0.24693,0.04801,1
406,-1.60994,0.16853,-1.1654,0.9471,1
407,0.84826,-0.76152,0.7985,0.43967,1
408,-0.39031,-0.45131,0.74827,0.18764,1
409,0.57398,0.35489,-1.05482,1.62178,0
410,-0.78977,-0.35989,-2.00088,-0.88122,1
411,-0.52157,1.34366,0.99034,0.4904,0
412,0.40523,1.9166,-0.57521,-0.20636,0
413,-0.22838,0.1361,1.84368,0.61012,1
414,-1.01815,-1.12292,-0.18653,-1.26759,1
415,-1.48097,0.37016,-0.90267,0.03661,1
416,0.3394,0.26894,1.98147,0.88682,0
417,0.10882,-0.68301,1.36812,2.00999,1
418,-1.65537,0.35133,0.08287,-0.70409,1
419,-0.74632,-0.59988,-2.29935,-0.52471,1
420,0.2791,0.24953,0.43908,-0.89903,0
421,-0.63848,-1.02055,1.58685,3.08642,1
422,-0.25025,0.97517,0.69694,2.10118,0
423,1.0087,0.98443,0.44494,0.49957,0
424,-0.56333,-1.35879,1.49212,-0.05816,1
425,0.70456,0.46427,0.72715,1.97798,0
426,0.70665,-0.18606,-1.96229,-0.86904,0
427,0.07975,0.14313,-0.47468,-1.46809,0
428,0.35037,-0.42908,-0.45918,0.75125,1
429,-0.30131,1.63216,0.4758,0.11024,0
430,-1.50587,0.39823,-2.33558,-0.39052,1
431,0.01523,-0.47726,-0.49694,0.14338,1
432,0.4233,-1.04448,1.92254,0.42256,1
433,-2.44581,-0.38362,0.57722,0.03884,1
434,-0.11959,-0.5048,-0.97219,1.56621,1
435,-0.05763,-0.83573,-0.39003,-0.69696,1
436,2.53491,0.00088,-2.25103,1.38098,0
437,1.30566,-0.34069,1.49249,-0.86591,0
438,-1.34979,-0.995,-0.08829,0.58083,1
439,1.52148,1.71911,-0.03514,-0.79245,0
440,1.29024,-0.14432,0.27096,1.30288,0
441,0.58217,0.86324,1.65179,1.11717,0
442,-0.61633,-0.03554,0.19226,-2.20596,1
443,0.58589,-0.07927,-0.19033,-0.16343,1
444,-0.01465,1.36704,0.77349,0.46955,0
445,-0.6229,-0.61892,0.69088,-0.40284,1
446,-0.14226,-0.79561,-0.26824,-0.51509,1
447,-0.06137,-0.89203,-0.45132,-0.53313,1
448,-0.06514,-0.02857,-0.02213,1.72254,1
449,0.97033,0.56755,2.08165,-2.34399,0
450,-0.41224,-0.5146,0.12259,1.90039,1
451,-0.03351,0.59804,-2.47849,1.76971,1
452,-0.43024,1.18664,0.0655,-1.5772,0
453,-0.16174,-0.89577,-0.3897,0.32032,1
454,0.13082,2.39658,-0.12771,1.09108,0
455,0.92112,1.16072,0.98706,1.62177,0
456,1.42652,-0.32582,-0.15902,-0.5549,0
457,0.1076,-0.61859,1.81151,0.42635,1
458,1.46508,0.35639,2.91438,-0.16001,0
459,-0.78079,-1.17276,1.73537,-0.26403,1
460,-0.33637,0.59144,0.55672,0.68063,1
461,1.38961,-0.60552,-0.5937,-1.11125,1
462,-0.15454,0.31921,-0.14999,0.09978,0
463,-0.78953,0.80799,-2.29051,0.34845,1
464,0.00338,-0.80841,-0.225,-0.50599,1
465,-1.71802,0.41151,-0.43381,1.07447,1
466,-0.97387,-0.25023,0.50126,1.86023,1
467,-0.81267,-0.29447,-1.89009,0.16931,1
468,-0.34007,-0.24789,0.41799,-0.64686,1
469,-1.76704,-0.48818,-0.95836,-0.88058,1
470,0.67091,0.56847,-0.70159,3.59759,1
471,-0.22814,0.77727,0.22832,0.15748,1
472,0.11953,-0.42239,-0.71457,1.25865,1
473,0.64216,-0.66013,1.41536,-1.10431,1
474,1.1656,-0.42119,0.60569,1.46787,1
475,1.21341,1.05946,-1.19315,1.11363,0
476,2.15921,0.2661,-0.50632,0.22541,0
477,-0.50892,-1.44466,-2.1947,0.34068,1
478,-0.54156,-0.03973,1.19835,1.33054,1
479,1.26583,0.70043,0.61326,-0.8824,0
480,1.10305,1.42166,1.89939,0.4362,0
481,-0.13177,-0.72682,-0.57891,-0.75714,1
482,0.16138,0.08375,-1.64889,0.52538,0
483,1.3268,0.78336,-0.07259,-1.09287,0
484,-0.86552,0.88536,0.17345,-0.80615,1
485,-0.30045,1.04267,-1.53881,-0.65499,1
486,0.17391,0.57465,-1.11987,0.74676,1
487,0.03811,-1.32254,0.30571,0.56426,1
488,0.7933,-0.66865,-0.92985,0.19143,1
489,-1.13389,0.29978,-0.83883,0.34299,1
490,-0.04173,1.00667,-0.86001,0.36277,1
491,0.37377,1.1769,0.57908,-0.32379,0
492,-2.00822,1.81524,-0.36295,0.45883,1
493,-0.90772,0.4159,0.58346,0.14684,1
494,-1.63543,-0.80514,0.02166,-1.48914,1
495,-0.59243,-0.11285,-0.58667,-0.20458,1
496,0.93579,-0.52163,0.00597,0.41213,1
497,0.5787,0.26824,0.09223,-0.70173,1
498,-1.4059,-0.26894,-0.15517,0.90796,1
499,0.35704,0.3552,-2.02973,-1.90832,1
500,0.53088,0.42994,1.00664,1.79167,1
501,0.496,0.15633,1.32279,1.31158,1
502,0.83801,1.11878,-0.69836,-0.47624,0
503,-0.49654,-0.25494,0.52422,-0.76749,1
504,1.43857,-0.4024,0.45346,1.34527,0
505,0.97093,-0.40717,0.7117,0.46766,0
506,0.44718,-0.48646,-0.30248,1.68227,1
507,-0.45317,-0.74145,0.0131,-0.45232,1
508,0.32262,-1.49335,-0.52813,0.47018,1
509,-0.42673,-0.58743,-0.08273,-1.78373,1
510,-0.57961,-0.53031,0.05756,0.92342,1
511,0.4308,1.55307,0.35846,-0.96358,0
512,1.49875,0.44731,-0.67618,0.49382,0
513,2.07475,0.56171,0.57298,0.73659,0
514,1.08149,1.19264,1.98595,-0.56543,0
515,-0.40501,0.37952,0.19969,-0.93636,1
516,0.58042,-0.59895,1.62411,-0.91253,1
517,0.75664,-0.44661,1.63295,-0.45093,0
518,2.29057,0.94056,-0.81117,0.63673,0
519,1.49799,-0.83165,1.4742,0.09351,1
520,-0.66819,0.67922,1.33882,-1.47419,1
521,1.498,-0.16025,0.27812,0.35667,0
522,2.50043,-0.31324,-0.19296,0.10537,0
523,0.14557,0.90888,-1.12203,-1.58835,1
524,-0.4284,0.24002,0.11451,-1.68924,1
525,-1.58222,-1.50118,-0.65482,0.51959,1
526,-0.49927,0.07824,0.1439,-0.57434,1
527,-0.96984,0.57685,0.12879,0.71516,1
528,0.81239,-2.50709,1.76629,-2.94126,1
529,0.89114,-0.42476,0.96641,-1.53881,1
530,-1.37068,0.70055,-1.88076,-1.14751,1
531,1.85825,-0.95729,-0.17517,1.92686,0
532,-0.60143,1.63307,-1.50684,-0.05792,0
533,-1.35985,-0.27218,-0.03791,0.13722,1
534,0.40024,-0.00313,1.71071,-0.02062,1
535,-1.7455,0.73797,-0.49778,-1.11562,1
536,-1.60719,-1.20137,0.33516,-0.88801,1
